690,0.0202559,0.007797457,0
691,0.01881892,0.00724323,0
692,0.0174993,0.006734381,0
693,0.01628167,0.006265001,0
694,0.01515301,0.005830085,0
695,0.0141023,0.005425391,0
696,0.01312106,0.005047634,0
697,0.01220509,0.00469514,0
698,0.01135114,0.004366592,0
699,0.01055593,0.004060685,0
700,0.009816228,0.00377614,0
701,0.009128517,0.003511578,0
702,0.008488116,0.003265211,0
703,0.007890589,0.003035344,0
704,0.007332061,0.002820496,0
705,0.006809147,0.002619372,0
706,0.006319204,0.00243096,0
707,0.005861036,0.002254796,0
708,0.005433624,0.002090489,0
709,0.005035802,0.001937586,0
710,0.004666298,0.001795595,0
711,0.00432375,0.001663989,0
712,0.004006709,0.001542195,0
713,0.003713708,0.001429639,0
714,0.003443294,0.001325752,0
715,0.003194041,0.00122998,0
716,0.002964424,0.001141734,0
717,0.002752492,0.001060269,0
718,0.002556406,0.000984885,0
719,0.002374564,0.00091497,0
720,0.002205568,0.00084999,0
721,0.002048294,0.000789516,0
722,0.001902113,0.000733304,0
723,0.001766485,0.000681146,0
724,0.001640857,0.000632829,0
725,0.001524672,0.000588138,0
726,0.001417322,0.000546839,0
727,0.001318031,0.000508635,0
728,0.001226059,0.00047324,0
729,0.001140743,0.000440402,0
730,0.001061495,0.000409893,0
731,0.000987795,0.000381514,0
732,0.000919185,0.00035509,0
733,0.000855257,0.000330467,0
734,0.000795643,0.000307503,0
735,0.000740012,0.000286072,0
